Year,Region,Technology,Value
2020,FR,PSNG_Road_PHEV,0.0
2030,FR,PSNG_Road_PHEV,0.0
2040,FR,PSNG_Road_PHEV,640.5342652398601
2050,FR,PSNG_Road_PHEV,628.1570799729855
2020,NO,PSNG_Road_PHEV,0.0
2030,NO,PSNG_Road_PHEV,48.72981459823002
2040,NO,PSNG_Road_PHEV,117.28750968100945
2050,NO,PSNG_Road_PHEV,119.6450436204477
2020,UK,PSNG_Road_PHEV,0.0
2030,UK,PSNG_Road_PHEV,438.58394688640004
2040,UK,PSNG_Road_PHEV,456.3027387615523
2050,UK,PSNG_Road_PHEV,452.33818694466726
2020,DE,R_Gas,0.0
2030,DE,R_Gas,0.0
2040,DE,R_Gas,0.0
2050,DE,R_Gas,0.0
2020,DK,R_Gas,0.0
2030,DK,R_Gas,0.0
2040,DK,R_Gas,0.0
2050,DK,R_Gas,0.0
2020,FR,R_Gas,0.0
2030,FR,R_Gas,0.0
2040,FR,R_Gas,0.0
2050,FR,R_Gas,0.0
2020,NO,R_Gas,0.0
2030,NO,R_Gas,0.0
2040,NO,R_Gas,0.0
2050,NO,R_Gas,0.0
2020,UK,R_Gas,0.0
2030,UK,R_Gas,0.0
2040,UK,R_Gas,0.0
2050,UK,R_Gas,0.0
2020,DE,R_Coal_Hardcoal,0.0
2030,DE,R_Coal_Hardcoal,0.0
2040,DE,R_Coal_Hardcoal,0.0
2050,DE,R_Coal_Hardcoal,0.0
2020,DK,R_Coal_Hardcoal,0.0
2030,DK,R_Coal_Hardcoal,0.0
2040,DK,R_Coal_Hardcoal,0.0
2050,DK,R_Coal_Hardcoal,0.0
2020,FR,R_Coal_Hardcoal,0.0
2030,FR,R_Coal_Hardcoal,0.0
2040,FR,R_Coal_Hardcoal,0.0
2050,FR,R_Coal_Hardcoal,0.0
2020,NO,R_Coal_Hardcoal,0.0
2030,NO,R_Coal_Hardcoal,0.0
2040,NO,R_Coal_Hardcoal,0.0
2050,NO,R_Coal_Hardcoal,0.0
2020,UK,R_Coal_Hardcoal,0.0
2030,UK,R_Coal_Hardcoal,0.0
2040,UK,R_Coal_Hardcoal,0.0
2050,UK,R_Coal_Hardcoal,0.0
2020,DE,R_Nuclear,0.0
2030,DE,R_Nuclear,0.0
2040,DE,R_Nuclear,0.0
2050,DE,R_Nuclear,0.0
2020,DK,R_Nuclear,0.0
2030,DK,R_Nuclear,0.0
2040,DK,R_Nuclear,0.0
2050,DK,R_Nuclear,0.0
2020,FR,R_Nuclear,0.0
2030,FR,R_Nuclear,0.0
2040,FR,R_Nuclear,0.0
2050,FR,R_Nuclear,0.0
2020,NO,R_Nuclear,0.0
2030,NO,R_Nuclear,0.0
2040,NO,R_Nuclear,0.0
2050,NO,R_Nuclear,0.0
2020,UK,R_Nuclear,0.0
2030,UK,R_Nuclear,0.0
2040,UK,R_Nuclear,0.0
2050,UK,R_Nuclear,0.0
2020,DE,R_Oil,0.0
2030,DE,R_Oil,0.0
2040,DE,R_Oil,0.0
2050,DE,R_Oil,0.0
2020,DK,R_Oil,0.0
2030,DK,R_Oil,0.0
2040,DK,R_Oil,0.0
2050,DK,R_Oil,0.0
2020,FR,R_Oil,0.0
2030,FR,R_Oil,0.0
2040,FR,R_Oil,0.0
2050,FR,R_Oil,0.0
2020,NO,R_Oil,0.0
2030,NO,R_Oil,0.0
2040,NO,R_Oil,0.0
2050,NO,R_Oil,0.0
2020,UK,R_Oil,0.0
2030,UK,R_Oil,0.0
2040,UK,R_Oil,0.0
2050,UK,R_Oil,0.0
2020,DE,R_Biomass,0.0
2030,DE,R_Biomass,0.0
2040,DE,R_Biomass,0.0
2050,DE,R_Biomass,0.0
2020,DK,R_Biomass,0.0
2030,DK,R_Biomass,0.0
2040,DK,R_Biomass,0.0
2050,DK,R_Biomass,0.0
2020,FR,R_Biomass,0.0
2030,FR,R_Biomass,0.0
2040,FR,R_Biomass,0.0
2050,FR,R_Biomass,0.0
2020,NO,R_Biomass,0.0
2030,NO,R_Biomass,0.0
2040,NO,R_Biomass,0.0
2050,NO,R_Biomass,0.0
2020,UK,R_Biomass,0.0
2030,UK,R_Biomass,0.0
2040,UK,R_Biomass,0.0
2050,UK,R_Biomass,0.0
2020,DE,X_Alkaline_Electrolysis,0.0
2030,DE,X_Alkaline_Electrolysis,0.0
2040,DE,X_Alkaline_Electrolysis,0.0
2050,DE,X_Alkaline_Electrolysis,0.0
2020,DK,X_Alkaline_Electrolysis,0.0
2030,DK,X_Alkaline_Electrolysis,0.0
2040,DK,X_Alkaline_Electrolysis,0.0
2050,DK,X_Alkaline_Electrolysis,0.0
2020,FR,X_Alkaline_Electrolysis,0.0
2030,FR,X_Alkaline_Electrolysis,0.0
2040,FR,X_Alkaline_Electrolysis,0.0
2050,FR,X_Alkaline_Electrolysis,0.0
2020,NO,X_Alkaline_Electrolysis,0.0
2030,NO,X_Alkaline_Electrolysis,0.0
2040,NO,X_Alkaline_Electrolysis,0.0
2050,NO,X_Alkaline_Electrolysis,0.0
2020,UK,X_Alkaline_Electrolysis,0.0
2030,UK,X_Alkaline_Electrolysis,0.0
2040,UK,X_Alkaline_Electrolysis,0.0
2050,UK,X_Alkaline_Electrolysis,0.0
